ID,LocationID,Easting,Northing,latitude,longitude,Zone,Postcode,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count
482,Shoreditch High Street,533501,182258,51.5234667,-0.077087424,1,E1 6AW,2,0,56,1,2,4,8,5,2,0,145,112,48,30,67,533,15,209,0,7,6,0,112,0,0,36,9,0,3,3,1,30,0,3,2,0,9,0,0,0,3,0,18,0,0,0,0,0,0,0
483,Shortlands,539399,169300,51.40560237,0.002767544,4,BR2 0JA,0,0,0,0,0,0,0,1,0,0,24,8,0,10,13,18,0,68,0,0,2,0,66,0,0,0,1,0,0,1,0,14,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
484,Sidcup,546300,172698,51.43439863,0.10331536,5,DA15 7AW,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,17,0,59,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
485,Silver Street,533544,192472,51.61524236,-0.072589741,4,N18 1QX,0,0,0,0,0,0,0,2,0,0,5,6,0,3,8,52,0,64,0,0,3,0,62,0,0,7,1,0,0,0,1,2,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
486,Slade Green,552250,176584,51.46774797,0.19051839,6,DA8 2NX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,40,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Sloane Square,528080,178657,51.49235951,-0.156488856,1,SW1W 8BB,5,0,6,0,0,0,0,41,0,0,87,59,9,12,35,272,6,151,3,2,19,0,96,0,0,17,2,0,2,6,3,177,0,9,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0
488,Slough,497838,180157,51.51187888,-0.591524825,,SL1 1XW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Snaresbrook,540161,188828,51.58089131,0.021463928,4,E11 1QE,0,0,0,0,0,0,0,0,0,0,10,5,0,2,4,20,5,72,0,0,0,0,49,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,South Acton,520166,179279,51.49968539,-0.270215203,3,W3 0DS,0,0,3,0,0,0,4,9,0,0,22,20,2,9,20,186,2,68,0,1,0,0,65,0,0,21,3,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,1,0,0,8,0,6,0
491,South Bermondsey,535156,178319,51.48767653,-0.054754821,2,SE16 2PL,0,0,7,0,0,0,4,6,0,0,8,7,1,6,6,82,2,101,0,1,0,0,66,0,0,5,1,0,0,2,0,3,2,0,0,0,0,3,0,1,2,0,2,0,0,0,0,0,0,0
492,South Croydon,532896,164358,51.36275005,-0.092517363,5,CR2 7PA,1,0,0,0,0,0,0,6,0,0,4,3,1,3,6,24,0,53,0,0,0,0,53,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
493,South Ealing,517605,179437,51.50164352,-0.307040239,3,W5 4QB,0,0,1,0,0,0,2,17,1,0,33,14,2,10,13,131,1,29,0,2,0,0,29,0,0,21,2,0,0,1,3,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
494,South Greenford,515462,182991,51.53402701,-0.336737475,4,UB6 2WE,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,20,3,32,0,0,0,0,32,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,South Hampstead,526425,184081,51.54147656,-0.178371198,2,NW8 0DJ,0,0,1,0,0,0,0,18,0,0,33,18,1,3,8,85,6,60,0,0,16,0,60,0,0,16,6,0,0,1,0,4,1,5,1,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0
496,South Harrow,514334,186376,51.56467959,-0.351893964,5,HA2 8HN,0,0,0,0,0,0,5,4,0,0,11,3,0,4,18,37,0,31,0,1,2,0,31,0,0,19,2,0,0,2,5,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0
497,South Kensington,526865,178817,51.49407108,-0.173923021,1,SW7 2NB,0,0,5,0,0,0,0,55,0,0,149,70,15,11,27,346,4,113,0,1,14,0,86,0,0,15,4,0,0,13,3,124,3,18,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0
498,South Kenton,517350,187153,51.57104395,-0.308142972,4,HA9 8QT,0,0,0,0,0,0,2,6,0,0,3,5,2,1,11,16,1,27,0,0,0,0,23,0,0,13,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,South Merton,524917,168662,51.40324022,-0.205550299,4,SW20 9JT,0,0,3,0,0,0,2,3,0,0,10,9,0,3,7,61,1,59,0,1,0,0,51,0,0,9,3,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
500,South Quay,537636,179853,51.50086358,-0.018460693,2,E14 9SH,2,1,9,2,1,1,4,23,0,0,64,36,11,4,79,167,4,109,0,6,2,1,55,0,0,18,7,0,1,4,1,20,1,0,2,0,1,1,0,0,3,0,7,0,0,0,0,0,0,0
501,South Ruislip,511080,185437,51.55688965,-0.399115901,5,HA4 6TP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,12,0,18,0,0,0,0,18,0,0,2,2,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
502,South Tottenham,533697,188599,51.58040247,-0.071855956,3,N15 6ND,0,0,0,0,0,0,0,3,0,0,10,12,1,4,16,88,5,74,0,0,1,0,71,0,0,19,5,0,0,4,3,4,0,1,0,0,2,1,0,1,3,0,0,0,0,0,0,0,0,0
503,South Wimbledon,525828,170033,51.4153604,-0.191974544,"3,4",SW19 1DE,0,0,1,0,0,0,2,3,0,0,14,13,0,8,4,96,1,45,0,1,1,0,45,0,2,10,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0
504,South Woodford,540577,190026,51.59155266,0.027943078,4,E18 1JJ,0,0,0,0,0,0,0,5,0,0,18,11,2,3,11,9,2,73,0,0,0,0,44,0,0,10,2,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
505,Southall,512620,179804,51.50595629,-0.378711181,4,UB2 4AA,0,1,0,0,0,0,2,2,0,0,12,2,0,1,9,80,0,54,0,0,0,0,52,0,0,3,3,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
506,Southbury,534803,196199,51.64843364,-0.05298331,5,EN3 4HW,0,0,0,0,0,0,0,0,0,0,5,4,0,1,2,26,0,58,0,0,1,0,55,0,0,0,1,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Southfields,524730,173291,51.44488298,-0.206609383,3,SW18 5RJ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,42,0,40,0,0,0,0,40,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Southgate,529675,194278,51.63237564,-0.127770046,4,N14 5BH,0,0,0,0,0,0,0,3,0,0,10,3,1,4,6,16,0,44,0,1,2,0,44,0,0,4,2,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
509,Southwark,531566,180025,51.50385345,-0.105794939,1,SE1 8NW,1,0,11,3,0,2,1,8,0,0,106,86,26,28,40,420,29,225,0,4,12,3,115,4,0,31,8,0,0,4,3,5,1,2,2,4,4,5,0,0,9,0,6,0,0,0,0,0,0,0
510,St Helier,525408,167191,51.38991184,-0.19901459,4,SM4 6SF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26,0,54,0,0,0,0,53,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,St James Street,536402,188694,51.58060861,-0.032804562,3,E17 7PJ,0,0,0,0,0,0,0,4,0,0,9,4,0,1,5,125,0,66,0,1,1,0,59,0,0,13,3,0,0,4,1,5,0,2,3,0,0,4,0,0,2,0,1,0,0,0,0,0,1,0
512,St Johns,537400,176298,51.46897526,-0.023240662,2,SE8 4EW,0,0,0,0,0,0,0,1,0,0,12,13,3,14,10,109,0,111,0,2,0,0,82,14,0,10,2,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0
513,St Margarets,516732,174250,51.45520547,-0.321324242,4,TW1 2LH,0,0,1,0,0,1,1,2,0,0,4,9,0,2,0,73,0,53,0,1,4,1,50,0,0,2,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
514,St Mary Cray,546698,168298,51.39475959,0.1072179,6,BR5 3SN,0,0,0,0,0,0,0,0,0,0,1,4,0,0,7,16,0,79,0,0,1,0,67,0,0,5,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
515,St Pancras,530122,182959,51.5305542,-0.125505781,1,NW1 2QP,0,1,10,0,1,0,3,4,0,0,85,111,18,31,45,429,22,165,0,6,10,0,88,2,0,38,2,0,1,3,2,41,0,0,1,1,1,1,0,0,0,0,8,0,0,0,0,0,0,0
516,St. James's Park,529629,179503,51.49960958,-0.133878754,1,SW1H 0BD,5,1,17,0,0,2,2,5,0,0,87,68,16,20,49,218,19,193,0,2,10,1,101,0,0,19,1,0,1,3,0,28,1,0,1,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0
517,St. Johns Wood,526742,183352,51.53485413,-0.174064839,2,NW8 6DN,0,0,2,0,0,0,0,21,0,0,22,19,0,3,2,86,6,63,0,0,25,0,56,0,0,15,3,0,0,0,2,19,0,1,0,0,2,1,0,1,0,0,4,0,0,0,0,0,0,0
518,St. Pauls,532105,181261,51.51483514,-0.097571,1,EC2V 6AA,0,2,85,3,3,3,17,3,1,0,124,89,52,40,67,403,54,232,0,8,10,2,123,0,0,18,3,0,3,4,0,19,2,4,0,0,4,3,0,1,0,0,14,0,0,0,0,0,0,0
519,Stamford Brook,521913,178738,51.49444957,-0.245246306,2,W6 0SB,1,2,3,1,0,0,0,14,0,0,35,20,0,6,11,300,4,56,0,3,3,0,55,0,0,11,3,0,0,3,1,4,1,5,0,0,1,1,0,1,0,0,3,0,0,0,1,0,3,0
520,Stamford Hill,533381,187928,51.57444748,-0.076668342,3,N16 5AG,0,0,0,0,0,0,0,1,0,0,5,8,2,4,8,139,1,73,0,0,2,0,68,0,0,18,2,0,0,2,3,9,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
521,Stanmore,517574,192569,51.61967295,-0.303099288,5,HA7 4PD,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,15,1,36,0,0,3,0,33,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Star Lane,539148,182091,51.52060426,0.004191003,3,E16 4SR,0,0,0,0,0,0,0,4,0,0,18,18,5,0,23,59,6,110,0,0,1,0,55,0,0,20,4,0,0,1,2,2,0,0,2,0,1,3,0,0,4,0,4,0,1,0,0,0,0,0
523,Stepney Green,535566,182149,51.52199576,-0.047382523,2,E1 4AQ,0,0,1,0,0,0,3,4,1,0,21,19,5,8,18,164,7,151,0,1,1,0,75,1,0,26,1,0,0,1,2,2,1,0,0,0,1,3,0,0,2,0,2,0,0,0,0,0,0,0
524,Stockwell,530473,176470,51.47215906,-0.122846303,2,SW9 9AE,0,1,1,0,0,0,3,5,0,0,18,31,6,16,25,255,3,117,0,1,6,0,69,0,0,32,3,0,0,2,2,3,4,0,1,1,0,1,0,0,5,0,4,0,0,0,0,0,0,0
525,Stoke Newington,533710,186845,51.56463749,-0.072335394,2,N16 6YA,0,0,0,0,0,0,0,3,0,0,20,24,6,8,23,362,0,75,0,4,1,0,65,0,0,30,7,0,0,5,4,9,3,3,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
526,Stonebridge Park,519690,184197,51.54398611,-0.275400437,3,NW10 0RW,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,18,0,51,0,0,0,0,36,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Stoneleigh,522021,164155,51.36336365,-0.248709653,5,KT17 2JA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Stratford,538533,184421,51.54169258,-0.003751641,3,E15 1AZ,5,0,3,0,0,1,10,11,0,0,64,46,7,8,37,230,3,141,0,6,12,0,72,0,0,16,7,0,1,9,3,53,0,2,5,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0
529,Stratford High Street,538729,184032,51.53814895,-0.001080356,3,E15 3PA,5,0,4,0,0,2,10,9,0,0,53,41,4,6,36,190,3,123,0,5,11,0,65,0,0,8,7,0,1,7,3,54,0,2,5,0,0,6,0,0,1,0,8,0,0,0,0,0,0,0
530,Stratford International,538175,184758,51.54480852,-0.008778434,3,E15 2LZ,5,0,5,0,0,3,10,10,0,0,69,47,9,9,39,235,2,135,0,5,11,0,66,0,0,12,6,0,1,9,3,55,0,2,5,0,1,9,0,0,8,0,6,0,0,0,0,0,0,0
531,Strawberry Hill,515500,172502,51.43974728,-0.339617724,5,TW1 4PP,0,1,0,0,0,0,0,0,0,0,5,5,1,0,0,48,0,45,0,1,0,0,43,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
532,Streatham,529946,171303,51.42584565,-0.132325496,3,SW16 6HP,0,0,0,0,0,0,2,1,0,0,2,6,0,6,4,87,1,71,0,0,1,0,69,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
533,Streatham Common,529729,170534,51.41898445,-0.135726164,3,SW16 5NT,0,0,0,0,0,0,1,6,0,0,2,5,0,3,8,75,1,51,0,0,1,0,49,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
534,Streatham Hill,530233,172714,51.43846016,-0.127681481,3,SW2 4PA,0,0,0,0,0,0,1,0,0,0,7,6,2,5,8,115,0,73,0,0,1,0,65,0,0,11,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
535,Sudbury and Harrow Road,516853,185300,51.55449327,-0.315926236,4,HA0 2HA,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,12,1,47,0,0,0,0,39,0,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
536,Sudbury Hill,515427,185584,51.55733901,-0.336392109,4,HA1 3RA,0,0,0,0,0,0,0,4,0,0,3,4,2,1,9,23,0,30,0,0,0,0,26,0,0,20,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
537,Sudbury Hill Harrow,515490,185697,51.55834173,-0.335446687,4,HA1 3RJ,0,0,0,0,0,0,0,4,0,0,3,4,2,1,9,21,0,31,0,0,0,0,27,0,0,18,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
538,Sudbury Town,516832,184955,51.55139693,-0.31634348,4,HA0 2LA,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,9,1,39,0,0,0,0,31,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
539,Sundridge Park,540599,170200,51.41339384,0.020365109,4,BR1 3TR,0,0,0,0,0,0,0,1,0,0,23,5,0,15,8,18,0,58,0,0,3,0,54,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Surbiton,518070,167315,51.39259904,-0.304384554,6,KT6 4PE,0,0,1,0,0,1,1,1,0,0,9,8,0,7,12,65,0,65,0,4,1,0,65,0,0,5,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Surrey Quays,535641,178954,51.49326678,-0.047529988,2,SE16 2UE,0,0,2,0,0,0,0,5,0,0,12,14,3,7,7,111,5,136,0,1,3,0,73,0,0,11,1,0,0,2,0,4,0,0,0,0,1,2,0,1,4,0,6,0,0,0,0,0,0,0
542,Sutton,526028,163823,51.35950582,-0.191302009,5,SM1 1JA,1,0,0,0,0,0,0,4,0,0,21,16,2,9,19,43,0,63,0,1,7,0,62,0,0,10,7,0,2,4,0,8,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
543,Sutton Common,525593,165598,51.37555437,-0.19691991,4,SM1 3HY,0,0,0,0,0,0,0,1,0,0,6,5,0,2,10,25,0,58,0,0,2,0,58,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
544,Swiss Cottage,526611,184259,51.54303456,-0.175626603,2,NW3 6HY,0,0,1,0,0,0,0,12,0,0,32,14,1,2,7,84,6,63,0,0,9,0,63,0,0,15,5,0,0,1,0,2,1,5,1,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0
545,Sydenham,535311,171609,51.42734116,-0.055088671,3,SE26 5EU,0,0,0,0,0,0,0,6,0,0,10,8,1,5,8,35,0,59,0,0,0,0,59,0,0,9,7,0,0,2,2,2,0,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0
546,Sydenham Hill,533548,172145,51.43257576,-0.080230208,3,SE21 7HW,0,0,0,0,0,0,0,1,0,0,4,1,1,1,2,33,0,62,0,0,3,0,47,0,0,6,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
547,Syon Lane,516306,177163,51.48147416,-0.326495028,4,TW7 5NT,0,0,0,0,0,0,1,0,0,0,3,4,0,2,3,18,0,67,0,1,0,0,56,1,0,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
548,Tadworth,523097,156199,51.29162748,-0.236008013,6,KT20 5SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Taplow,491579,181340,51.52356084,-0.681384851,,SL6 0NU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Tattenham Corner,522593,158140,51.30918092,-0.242566269,6,KT18 5PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Teddington,516019,170817,51.42449695,-0.332705331,6,TW11 9AA,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,47,0,40,0,1,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Temple,530995,180810,51.51104042,-0.11372575,1,WC2R 2PH,0,1,61,3,0,4,10,0,0,0,189,136,50,41,73,429,46,231,0,7,15,4,119,4,0,23,4,2,0,5,0,50,2,2,3,0,5,0,0,0,2,0,12,0,0,0,0,0,0,0
553,Thames Ditton,515721,166818,51.38861552,-0.338292831,6,KT7 0PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Theobalds Grove,535933,201119,51.69237253,-0.034748134,7,EN8 7BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Therapia Lane,530290,166843,51.38568558,-0.129017106,"3,4,5,6",CR0 3DD,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,23,0,46,0,0,0,0,46,0,4,2,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,Theydon Bois,545509,199180,51.67255225,0.102890737,6,CM16 7EU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Thornton Heath,532242,168317,51.39848092,-0.100433165,4,CR7 8RX,0,0,0,0,0,0,0,0,0,0,3,7,0,4,8,22,0,46,0,0,0,0,46,0,0,12,1,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
558,Tolworth,519834,165603,51.37684286,-0.27962011,5,KT5 9NU,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,26,0,34,0,0,0,0,33,0,0,3,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Tooting,527969,170591,51.41989637,-0.161002471,3,SW17 9JR,0,0,0,1,0,0,3,6,2,0,27,10,2,7,11,40,2,66,0,0,3,0,55,0,0,14,1,0,1,2,3,5,2,0,1,0,0,1,0,0,4,0,4,1,1,0,0,0,0,0
560,Tooting Bec,528015,172366,51.4358378,-0.159700491,3,SW17 9AH,0,0,1,0,0,0,5,9,0,0,75,20,8,2,11,80,9,35,0,1,0,0,34,0,0,19,4,0,1,4,3,10,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
561,Tooting Broadway,527415,171373,51.42704887,-0.168684526,3,SW17 0SU,0,0,0,1,0,0,6,9,2,0,81,25,9,7,19,85,2,74,0,1,2,0,57,0,0,26,3,0,2,4,6,15,4,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
562,Tottenham Court Road,529774,181354,51.51621066,-0.131110438,1,W1D 2DA,0,2,97,2,0,5,4,4,0,0,452,202,87,44,128,692,43,238,0,13,18,0,121,0,0,37,8,0,2,11,0,171,7,8,5,0,6,2,0,0,1,0,20,0,0,1,0,0,0,0
563,Tottenham Hale,534483,189465,51.58799768,-0.060187822,3,N17 9LR,0,0,0,0,0,0,0,2,0,0,4,15,0,6,15,59,3,67,0,1,0,0,56,4,0,21,3,0,2,0,0,2,0,0,3,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0
564,Totteridge and Whetstone,526111,193951,51.63024643,-0.179354261,4,N20 9QP,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,22,0,42,0,0,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
565,Tower Gateway,533725,180809,51.51039252,-0.074409877,1,EC3N 1JL,2,0,24,1,1,3,8,14,1,0,181,122,65,54,107,263,25,187,0,5,5,3,95,0,0,30,3,0,4,5,0,31,0,0,2,0,9,3,0,0,0,0,20,0,0,0,0,0,0,0
566,Tower Hill,533566,180805,51.51039415,-0.076701198,1,EC3N 4DJ,2,0,28,1,3,3,8,12,1,0,195,134,67,57,119,282,42,217,0,6,5,3,110,0,0,29,5,0,5,6,0,35,0,0,2,0,10,3,0,0,1,0,23,0,0,0,0,0,0,0
567,Tufnell Park,529200,185816,51.55644058,-0.137742174,2,N19 5QB,1,0,4,0,0,0,0,10,1,0,21,14,3,8,13,257,2,109,0,1,3,0,65,0,0,15,7,0,0,4,2,3,1,1,0,0,1,4,0,0,0,0,3,0,0,0,0,0,1,0
568,Tulse Hill,531797,172903,51.43979726,-0.105122508,3,SE27 9BW,0,0,0,0,0,0,2,8,1,0,11,23,0,7,27,136,0,108,0,0,1,0,72,0,0,26,2,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
569,Turkey Street,535129,198903,51.67265359,-0.047229931,6,EN3 5TT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,36,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
570,Turnham Green,521267,178804,51.49518153,-0.254524564,2,W4 1LR,0,0,0,0,0,0,0,3,0,0,19,7,0,9,7,272,3,60,0,2,3,0,58,0,0,9,0,0,0,0,1,3,1,2,0,0,1,1,0,1,0,0,0,0,0,0,4,0,4,0
571,Turnpike Lane,531524,189650,51.59035797,-0.102805041,3,N15 3NX,0,0,0,0,0,0,0,7,0,0,27,27,1,9,27,116,5,91,0,1,1,0,62,1,0,12,10,0,1,5,6,18,0,0,2,0,3,4,0,0,0,0,2,3,0,0,0,0,0,0
572,Twickenham,516221,173687,51.45025041,-0.32886022,5,TW1 1BD,0,1,1,0,0,1,0,2,0,0,4,10,0,1,2,88,0,53,0,1,1,0,50,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
573,Twyford,479041,175787,51.47553253,-0.863306993,,RG10 9NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Upminster,556167,186833,51.55876377,0.251400805,6,RM14 2TD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,28,0,1,0,0,28,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
575,Upminster Bridge,555002,186681,51.55771919,0.234541892,6,RM12 6PL,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,9,1,24,0,0,0,0,24,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
576,Upney,545844,184260,51.53840582,0.101531745,4,IG11 9LS,0,0,0,0,0,0,1,0,0,0,5,6,1,0,11,39,1,36,0,0,0,0,31,0,0,14,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,Upper Holloway,529778,186630,51.5636231,-0.129109363,2,N19 4DJ,0,0,1,0,0,0,2,3,0,0,18,17,1,8,17,258,5,126,0,2,0,0,74,0,0,22,4,0,0,3,2,3,2,3,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
578,Upper Warlingham,534100,158383,51.30877213,-0.077481662,6,CR3 0EP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
